,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,P_ID,Group_ID,Deck,Cabin_No,Side
869,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,1341.6666666666667,115.0,126.0,491.0,Therie Flynnis,1.0,0931,01,F,193,P
870,Mars,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Boats Pette,1.0,0932,01,,,
871,Europa,False,TRAPPIST-1e,30.0,0.0,14.0,12045.0,0.0,2121.0,0.0,,1.0,0933,01,C,35,P
872,Europa,False,TRAPPIST-1e,29.0,0.0,0.0,1127.0,0.0,1867.0,1070.0,Astorux Fawnsive,0.0,0933,02,C,35,P
873,Earth,False,TRAPPIST-1e,36.0,0.0,0.0,11.0,0.0,18.0,872.0,Terly Rocknight,0.0,0935,01,F,194,P
874,Earth,False,TRAPPIST-1e,24.0,0.0,174.0,0.0,0.0,630.0,0.0,Earlie Solinez,0.0,0938,01,F,172,S
875,Earth,False,TRAPPIST-1e,30.0,0.0,0.0,0.0,871.0,0.0,0.0,Walles Solinez,1.0,0938,02,E,68,S
876,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,1.0,0938,03,G,143,S
877,Earth,True,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Eulah Peter,1.0,0939,01,G,135,P
878,Earth,False,TRAPPIST-1e,38.0,0.0,55.0,741.0,0.0,0.0,13.0,Armen Byerton,1.0,0940,01,G,136,P
879,Earth,False,TRAPPIST-1e,13.0,0.0,0.0,7.0,0.0,1175.0,0.0,Carita Steeletters,0.0,0941,01,F,195,P
880,Mars,False,TRAPPIST-1e,18.0,0.0,594.0,0.0,555.0,0.0,0.0,Triple Vloaf,0.0,0942,01,F,196,P
881,Earth,False,TRAPPIST-1e,16.0,0.0,891.0,0.0,831.0,0.0,0.0,Hilley Weaverays,0.0,0944,01,G,137,P
882,Earth,False,55 Cancri e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,0.0,0944,02,G,137,P
883,Earth,False,TRAPPIST-1e,19.0,0.0,72.0,5.0,0.0,342.0,188.0,Verly Emenez,1.0,0946,01,F,198,P
884,Earth,False,55 Cancri e,26.0,0.0,0.0,474.0,0.0,0.0,201.0,Lyny Frandriquez,0.0,0947,01,G,138,P
885,Earth,True,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,1.0,0949,01,G,140,P
886,Earth,True,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,1.0,0951,01,G,144,S
887,Mars,False,TRAPPIST-1e,45.0,0.0,877.0,0.0,1383.0,0.0,0.0,Grios Colle,0.0,0952,01,F,175,S
888,Earth,False,PSO J318.5-22,48.0,0.0,0.0,306.0,3.0,1513.6666666666667,359.0,Erice Potters,0.0,0953,01,F,199,P
889,Earth,True,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Glena Smalloney,0.0,0955,01,G,145,S
890,Earth,False,TRAPPIST-1e,28.0,0.0,0.0,631.0,0.0,5.0,0.0,Jimen Bartez,1.0,0956,01,E,70,S
891,Mars,True,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,1.0,0957,01,F,201,P
892,Earth,False,TRAPPIST-1e,19.0,0.0,3.0,0.0,1387.6666666666667,0.0,788.0,Lorian Youngrayes,0.0,0960,01,E,72,S
893,Earth,False,55 Cancri e,14.0,0.0,0.0,885.0,8.0,0.0,0.0,Gailia Lewinez,1.0,0961,01,G,141,P
894,Europa,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Alderak Platch,1.0,0964,01,B,36,P
895,Europa,True,TRAPPIST-1e,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Weidus Platch,1.0,0964,02,B,36,P
896,Mars,False,TRAPPIST-1e,19.0,0.0,631.0,0.0,834.0,304.0,0.0,Wacks Depie,0.0,0965,01,F,178,S
897,Earth,False,TRAPPIST-1e,29.0,0.0,1377.0,0.0,0.0,167.0,0.0,Duana Fulloydez,0.0,0966,01,F,179,S
898,Earth,False,TRAPPIST-1e,20.0,0.0,792.0,0.0,0.0,0.0,0.0,Tyrona Figuez,0.0,0968,01,E,53,P
899,Mars,True,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Lar Emone,1.0,0969,01,F,202,P
900,Earth,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Tamie Blace,1.0,0970,01,G,142,P
901,Earth,True,TRAPPIST-1e,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0971,01,G,143,P
902,Earth,False,TRAPPIST-1e,21.0,0.0,0.0,314.0,323.0,1026.0,6.0,Glendy Humphreyes,0.0,0972,01,E,54,P
903,Earth,False,55 Cancri e,32.0,0.0,58.0,317.0,448.0,3.0,0.0,Allena Hoppernardy,1.0,0975,01,E,56,P
904,Earth,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,0.0,0976,01,G,146,S
905,Earth,False,TRAPPIST-1e,24.0,0.0,1025.0,32.0,8.0,0.0,0.0,Lesley Coxterez,0.0,0978,01,F,203,P
906,Europa,False,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,1.0,0979,01,B,40,S
907,Earth,True,PSO J318.5-22,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,1.0,0982,01,G,145,P
908,Earth,False,TRAPPIST-1e,51.0,0.0,0.0,0.0,4.0,0.0,0.0,Joyton Hewson,0.0,0982,02,G,145,P
909,Earth,True,55 Cancri e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,1.0,0983,01,G,149,S
910,Earth,False,TRAPPIST-1e,45.0,0.0,0.0,1.0,13.0,0.0,873.0,Wen Woodwin,0.0,0984,01,G,150,S
911,Earth,False,TRAPPIST-1e,24.0,0.0,0.0,0.0,718.0,0.0,0.0,,0.0,0984,02,F,182,S
912,Earth,False,TRAPPIST-1e,23.0,0.0,0.0,0.0,490.0,0.0,319.0,Morrie Sweekstarks,0.0,0984,03,G,150,S
913,Earth,True,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Sweekstarks,1.0,0984,04,G,150,S
914,Earth,False,55 Cancri e,20.0,0.0,0.0,11.0,0.0,136.0,1088.0,Greggy Sweekstarks,0.0,0984,05,F,182,S
915,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,1.0,0984,06,G,150,S
916,Earth,True,PSO J318.5-22,29.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,Shery Flemaney,0.0,0984,07,G,150,S
917,Earth,True,TRAPPIST-1e,71.0,0.0,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,1.0,0984,08,G,150,S
918,Earth,False,55 Cancri e,18.0,0.0,6.0,0.0,267.6666666666667,12.0,704.0,Dory Reyerson,1.0,0985,01,E,57,P
919,Earth,False,TRAPPIST-1e,16.0,0.0,3.0,0.0,35.0,150.0,478.0,Fayen Norrison,0.0,0987,01,F,204,P
920,,False,TRAPPIST-1e,28.0,0.0,0.0,3.0,906.0,0.0,0.0,Lyne Bartez,0.0,0988,01,G,151,S
921,Earth,False,TRAPPIST-1e,36.0,0.0,1.0,784.0,0.0,55.0,149.0,Jeresa Bartez,1.0,0988,02,E,73,S
922,Earth,False,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Kayd Moranthons,0.0,0989,01,G,146,P
923,Earth,False,PSO J318.5-22,26.0,0.0,0.0,541.0,46.0,4.0,96.0,Tonia Cochrisons,0.0,0990,01,F,183,S
924,Earth,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Bethew Acobsond,0.0,0991,01,G,152,S
925,Europa,False,TRAPPIST-1e,49.0,0.0,31.0,2727.0,0.0,184.0,135.0,Zino Kiling,1.0,0992,01,D,35,S
926,Europa,False,TRAPPIST-1e,29.0,0.0,387.0,942.0,0.0,9927.0,1341.0,Tareson Kiling,0.0,0992,02,D,35,S
927,Europa,False,55 Cancri e,46.0,0.0,1192.0,1736.0,17.0,21.0,0.0,Matan Herpumble,1.0,0992,03,D,35,S
928,Europa,False,55 Cancri e,35.0,1.0,8030.0,300.0,0.0,0.0,1436.0,Naosa Herpumble,0.0,0992,04,,,
929,Europa,True,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,1.0,0992,05,D,35,S
930,Europa,False,55 Cancri e,37.0,0.0,4301.0,791.0,0.0,1748.0,91.0,Weidus Kiling,0.0,0992,06,D,35,S
931,Earth,False,55 Cancri e,24.0,0.0,252.0,0.0,0.0,449.0,0.0,Juanie Miltongson,0.0,0993,01,F,184,S
932,Earth,True,TRAPPIST-1e,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,0.0,0994,01,G,153,S
933,Earth,False,TRAPPIST-1e,26.0,0.0,621.0,1.0,98.0,11.0,135.0,Dell Wartyson,0.0,0994,02,F,185,S
934,Europa,True,55 Cancri e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,1.0,0995,01,C,36,P
935,Mars,False,TRAPPIST-1e,27.0,0.0,253.0,0.0,880.0,22.0,2.0,Berios Shpie,0.0,0997,01,F,186,S
936,Europa,False,TRAPPIST-1e,56.0,0.0,0.0,7447.0,0.0,253.0,35.0,Muonin Suptibler,1.0,0998,01,C,37,P
937,Mars,False,,18.0,0.0,885.0,0.0,32.0,0.0,0.0,Alus Harte,0.0,1000,01,D,39,P
938,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Nadie Llonovancis,0.0,1001,01,G,154,S
939,Mars,False,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Caish Leste,1.0,1002,01,F,187,S
940,Mars,False,TRAPPIST-1e,42.0,0.0,1050.0,0.0,715.0,0.0,3.0,Bun Leste,0.0,1002,02,F,187,S
941,Mars,True,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Spuffs Leste,1.0,1002,03,F,187,S
942,Europa,True,55 Cancri e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldun Wassird,1.0,1004,01,A,11,S
943,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,0.0,4.0,9.0,773.0,Coreee Juartis,0.0,1005,01,G,156,S
944,Earth,False,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,791.0,Velyne Summington,0.0,1006,01,E,74,S
945,Earth,True,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Stany Summington,1.0,1006,02,E,74,S
946,Earth,False,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Stenny Summington,1.0,1006,03,,,
947,Europa,True,55 Cancri e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Wasatz Spistory,1.0,1008,01,C,39,S
948,Europa,True,TRAPPIST-1e,60.0,0.0,0.0,0.0,0.0,0.0,0.0,Wimpha Spistory,1.0,1008,02,C,39,S
949,Earth,False,TRAPPIST-1e,31.0,0.0,1633.0,4.0,49.0,6.0,0.0,Camie Prinson,0.0,1011,01,,,
950,Earth,True,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaye Prinson,0.0,1011,02,G,148,P
951,Earth,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Valey Hubbarton,1.0,1012,01,G,149,P
952,Earth,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Weslie Farleyatton,0.0,1013,01,G,158,S
953,Mars,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Ranuts Frasp,1.0,1014,01,F,207,P
954,Earth,False,TRAPPIST-1e,44.0,0.0,0.0,131.0,267.0,554.0,0.0,Wilmay Antoshipson,0.0,1015,01,F,189,S
955,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,15.0,122.0,1125.0,0.0,Joya Blanglison,0.0,1017,01,F,190,S
956,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Elaney Webstephrey,1.0,1018,01,G,150,P
957,Earth,False,,36.0,0.0,1.0,1410.0,0.0,1.0,0.0,Melia Wilderssen,1.0,1019,01,F,191,S
958,Mars,True,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Appers Wala,1.0,1020,01,F,208,P
959,Earth,False,TRAPPIST-1e,15.0,0.0,48.0,6.0,0.0,954.0,0.0,Melvia Blanglison,0.0,1022,01,,,
960,Earth,False,55 Cancri e,18.0,0.0,187.0,12.0,0.0,1277.0,0.0,Verly Chavezalez,0.0,1024,01,F,209,P
961,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myrace Nichaner,1.0,1024,02,G,152,P
962,,False,55 Cancri e,54.0,0.0,0.0,5.0,0.0,594.0,209.0,Bellee Chavezalez,0.0,1024,03,G,152,P
963,Earth,False,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bethew Chavezalez,0.0,1024,04,G,152,P
964,Earth,False,TRAPPIST-1e,20.0,0.0,759.0,0.0,106.0,202.0,0.0,Chrisa Harverez,0.0,1025,01,F,210,P
965,Earth,True,TRAPPIST-1e,21.0,0.0,554.6666666666666,0.0,0.0,0.0,0.0,Lilace Leetersoney,0.0,1026,01,G,159,S
966,Mars,False,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Cort Dal,1.0,1027,01,F,211,P
967,Mars,False,TRAPPIST-1e,46.0,0.0,1454.0,0.0,81.0,38.0,0.0,Anamse Dal,0.0,1027,02,F,211,P
968,Mars,False,TRAPPIST-1e,31.0,0.0,231.0,0.0,164.0,279.0,9.0,Basps Dal,0.0,1027,03,F,211,P
969,Mars,False,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Trine Dal,1.0,1027,04,F,211,P
970,Mars,True,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Crowk Racke,1.0,1029,01,F,212,P
971,Earth,False,TRAPPIST-1e,23.0,0.0,1081.0,0.0,0.0,0.0,7.0,Jorgie Farleyatton,0.0,1030,01,F,213,P
972,Earth,False,TRAPPIST-1e,14.0,0.0,756.0,84.0,0.0,8.0,99.0,Warry Leonzaley,0.0,1031,01,F,194,S
973,Earth,True,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Aude Garzaley,0.0,1032,01,G,153,P
974,Earth,True,TRAPPIST-1e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Ericky Gonzaley,1.0,1033,01,G,154,P
975,Earth,False,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,675.0,213.0,Aliedy Cleman,0.0,1034,01,G,155,P
976,Mars,False,55 Cancri e,13.0,0.0,4.0,0.0,1973.0,0.0,39.0,Nutz Bra,1.0,1035,01,F,214,P
977,Earth,True,PSO J318.5-22,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Laude Georgasey,1.0,1036,01,G,161,S
978,Earth,False,TRAPPIST-1e,47.0,0.0,0.0,306.0,84.0,499.0,0.0,Naomie Knoxonway,0.0,1038,01,G,163,S
979,Earth,False,PSO J318.5-22,15.0,0.0,521.0,162.0,62.0,5.0,0.0,Clard Mcbritts,1.0,1040,01,G,164,S
980,Europa,True,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Algrafi Heedry,1.0,1041,01,,,
981,Earth,False,TRAPPIST-1e,49.0,0.0,0.0,0.0,1526.0,960.0,0.0,Gwenda Talls,0.0,1043,01,F,215,P
982,Europa,False,TRAPPIST-1e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Halsham Unteckery,0.0,1045,01,C,38,P
983,Europa,False,TRAPPIST-1e,44.0,0.0,0.0,2349.0,7.0,815.0,10896.0,Shail Unteckery,0.0,1045,02,C,38,P
984,Earth,False,TRAPPIST-1e,16.0,0.0,507.0,0.0,0.0,0.0,0.0,Wena Beachez,0.0,1046,01,F,196,S
985,Earth,True,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1047,01,G,156,P
986,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,537.0,612.0,3.0,0.0,Deany Mcdon,1.0,1048,01,F,216,P
987,Mars,True,55 Cancri e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Ockies Prie,1.0,1049,01,F,217,P
988,Mars,True,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Yakers Prie,1.0,1049,02,F,217,P
989,Earth,False,TRAPPIST-1e,21.0,0.0,2.0,447.0,81.0,74.0,1214.0,Frandy Warrison,0.0,1051,01,F,197,S
990,Earth,False,55 Cancri e,22.0,0.0,554.6666666666666,0.0,21.0,0.0,0.0,Leenny Gallard,0.0,1052,01,F,198,S
991,Earth,False,PSO J318.5-22,27.0,0.0,182.0,0.0,0.0,0.0,376.0,Rald Colleruces,0.0,1053,01,F,199,S
992,Earth,False,TRAPPIST-1e,58.0,0.0,0.0,0.0,828.0,0.0,96.0,Blanie Valexandez,1.0,1054,01,F,200,S
993,,True,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Cineys Ble,1.0,1056,01,F,218,P
994,Mars,True,55 Cancri e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Otlios Ble,1.0,1056,02,F,218,P
995,Europa,True,55 Cancri e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Cherkar Braned,1.0,1057,01,C,39,P
996,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,0.0,27.0,53.0,677.0,Keithy Ingston,0.0,1058,01,F,201,S
997,Earth,False,TRAPPIST-1e,57.0,0.0,223.33333333333334,20.0,157.0,21.0,689.0,Willip Clayson,0.0,1060,01,G,166,S
998,Earth,False,TRAPPIST-1e,26.0,0.0,0.0,773.0,48.0,0.0,149.0,Erina Wolffy,0.0,1062,01,F,219,P
999,,False,TRAPPIST-1e,38.0,0.0,0.0,3262.0,0.0,295.0,1374.0,Markar Ingwhed,1.0,1063,01,B,38,P
1000,Europa,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldebah Ingwhed,1.0,1063,02,B,38,P
1001,Mars,True,TRAPPIST-1e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,Chios Jaf,1.0,1065,01,F,202,S
1002,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Weres Staf,1.0,1066,01,F,220,P
1003,Earth,True,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Kayd Pughanders,0.0,1068,01,G,167,S
1004,,False,TRAPPIST-1e,35.0,0.0,415.0,1328.0,0.0,14.0,60.0,Alraida Dingauge,0.0,1071,01,T,0,P
1005,Europa,True,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Teron Objeciane,1.0,1075,01,B,41,S
1006,Europa,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Duhra Objeciane,1.0,1075,02,B,41,S
1007,Earth,True,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Raque Scheron,0.0,1076,01,G,161,P
1008,Earth,,TRAPPIST-1e,37.0,0.0,0.0,113.0,0.0,283.0,455.0,Dorene Bardinard,0.0,1077,01,G,162,P
1009,Earth,False,55 Cancri e,25.0,0.0,79.0,709.0,0.0,0.0,0.0,Hellia Ewins,0.0,1078,01,E,60,P
1010,Earth,False,55 Cancri e,41.0,0.0,638.0,0.0,133.0,0.0,200.66666666666666,Helean Traverdy,0.0,1079,01,G,163,P
1011,Mars,False,TRAPPIST-1e,50.0,0.0,202.0,199.66666666666666,1108.0,0.0,0.0,Ret Parte,0.0,1080,01,F,204,S
1012,Mars,False,TRAPPIST-1e,33.0,0.0,694.0,0.0,60.0,564.0,0.0,Grake Traie,0.0,1082,01,F,205,S
1013,Mars,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Ste Sfin,1.0,1083,01,F,206,S
1014,Mars,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Pars Sfin,1.0,1083,02,F,206,S
1015,Mars,False,TRAPPIST-1e,18.0,0.0,556.0,0.0,0.0,852.0,6.0,Hion Sfin,1.0,1083,03,F,206,S
1016,Earth,False,TRAPPIST-1e,31.0,0.0,0.0,1.0,0.0,16.0,843.0,Kylen Holcompson,0.0,1084,01,F,207,S
1017,Earth,,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Troyce Wagnerray,0.0,1085,01,G,165,P
1018,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hellia Carpennels,1.0,1086,01,G,166,P
1019,Earth,False,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Nancey Willangsey,0.0,1086,02,G,166,P
1020,Earth,True,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Fany Willangsey,0.0,1086,03,G,166,P
1021,Earth,False,,19.0,0.0,0.0,0.0,0.0,641.0,0.0,Almary Willangsey,1.0,1086,04,E,61,P
1022,Earth,False,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Elly Willangsey,1.0,1086,05,G,166,P
1023,Earth,True,PSO J318.5-22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Kayd Pottney,0.0,1088,01,G,169,S
1024,,True,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheleon Pronfraked,1.0,1089,01,D,41,P
1025,Europa,False,TRAPPIST-1e,26.0,0.0,0.0,565.0,1.0,677.0,794.0,Gacrab Pronfraked,0.0,1089,02,D,41,P
1026,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Dills Miste,1.0,1091,01,F,223,P
1027,Mars,False,TRAPPIST-1e,23.0,0.0,1862.0,59.0,18.0,192.0,0.0,Beass Winie,1.0,1093,01,D,42,P
1028,Earth,False,TRAPPIST-1e,60.0,0.0,437.0,2.0,0.0,0.0,365.0,Carona Webstenson,0.0,1094,01,F,224,P
1029,Europa,True,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Alhail Drelcate,1.0,1095,01,,,
1030,Earth,False,TRAPPIST-1e,40.0,0.0,233.0,0.0,0.0,0.0,488.0,Essara Simson,0.0,1096,01,G,170,S
1031,Mars,True,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Tundsh Weeke,1.0,1097,01,E,76,S
1032,Earth,False,PSO J318.5-22,22.0,0.0,0.0,78.0,642.0,0.0,0.0,Andine Mcneiley,0.0,1099,01,F,225,P
1033,Mars,False,TRAPPIST-1e,18.0,0.0,490.0,355.0,298.0,245.0,0.0,Ros Cuche,0.0,1100,01,F,226,P
1034,Mars,False,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Jel Cuche,1.0,1100,02,F,226,P
1035,Mars,False,TRAPPIST-1e,18.0,0.0,787.0,0.0,106.0,1710.0,0.0,Cireal Cuche,0.0,1100,03,F,226,P
1036,Mars,False,TRAPPIST-1e,29.0,0.0,528.0,271.0,99.0,0.0,130.0,Heat Frité,0.0,1100,04,E,62,P
1037,Mars,,PSO J318.5-22,39.0,0.0,173.0,0.0,660.0,1.0,781.0,Boats Dan,0.0,1102,01,F,227,P
1038,Earth,False,TRAPPIST-1e,17.0,0.0,82.0,0.0,263.0,16.0,515.0,Leen Willangsey,0.0,1105,01,F,208,S
1039,Mars,False,TRAPPIST-1e,58.0,0.0,55.0,0.0,756.0,246.0,100.0,Blesh Seen,0.0,1108,01,F,211,S
1040,Mars,True,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1108,02,F,211,S
1041,Europa,False,TRAPPIST-1e,23.0,0.0,0.0,24.0,0.0,55.0,7516.0,Auvara Ennalve,0.0,1110,01,C,42,S
1042,Europa,False,55 Cancri e,26.0,0.0,8.0,6138.0,0.0,3.0,754.0,Batomam Ennalve,1.0,1110,02,C,42,S
1043,Europa,False,55 Cancri e,40.0,0.0,0.0,4076.0,6124.0,58.0,100.0,Elebola Opshaft,1.0,1112,01,B,39,P
1044,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,719.0,Stevey Fielsenders,1.0,1113,01,E,78,S
1045,Mars,False,TRAPPIST-1e,38.0,1.0,936.0,0.0,363.0,0.0,0.0,Jet Kidne,0.0,1114,01,E,79,S
1046,Mars,False,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Apple Kidne,0.0,1114,02,E,79,S
1047,Earth,True,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Arl Oneidson,1.0,1115,01,G,173,S
1048,Earth,False,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Rickie Barnolaney,1.0,1116,01,G,174,S
1049,Earth,,TRAPPIST-1e,36.0,0.0,0.0,3011.0,0.0,0.0,98.0,Evane Barnolaney,1.0,1116,02,,,
1050,Earth,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Colly Barnolaney,1.0,1116,03,G,174,S
1051,Earth,False,TRAPPIST-1e,18.0,0.0,855.0,0.0,51.0,0.0,0.0,Jimen Andackson,0.0,1117,01,E,63,P
1052,Earth,False,PSO J318.5-22,55.0,0.0,98.0,46.0,0.0,743.0,0.0,Lynez Burnerez,1.0,1121,01,F,229,P
1053,Europa,False,TRAPPIST-1e,28.0,0.0,0.0,402.0,0.0,135.0,9010.0,Altanin Praded,0.0,1123,01,B,40,P
1054,Europa,True,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Weid Dishocatal,1.0,1127,01,B,43,S
1055,Earth,False,TRAPPIST-1e,28.0,0.0,2.0,0.0,0.0,787.0,3.0,Ritany Bellyonsley,0.0,1129,01,E,80,S
1056,Mars,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Guaney Cako,0.0,1130,01,E,81,S
1057,Mars,False,55 Cancri e,20.0,0.0,640.3333333333334,3.0,3505.0,199.0,17.0,Camonk Cako,1.0,1130,02,D,38,S
1058,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Kariel Benney,0.0,1132,01,,,
1059,Mars,False,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Anes Lake,1.0,1133,01,E,64,P
1060,Europa,True,55 Cancri e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Hadyon Sobvisted,1.0,1134,01,,,
1061,Earth,False,TRAPPIST-1e,32.0,0.0,0.0,1755.0,0.0,0.0,67.0,Dessie Bowenasey,1.0,1136,01,G,175,S
1062,Europa,False,TRAPPIST-1e,53.0,0.0,0.0,143.0,1632.0,3.0,756.0,Scelava Sofraten,1.0,1140,01,B,46,S
1063,Europa,True,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Mergas Sofraten,1.0,1140,02,B,46,S
1064,Europa,True,55 Cancri e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Wasaleh Sofraten,1.0,1140,03,B,46,S
