,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Side,Group_ID
2675,Europa,1.0,TRAPPIST-1e,36.0,1.0,0.0,0.0,0.0,0.0,0.0,Hadirk Wheededly,1,C,S,01
2676,Mars,0.0,TRAPPIST-1e,41.0,0.0,71.0,0.0,1617.0,31.0,0.0,Smats Bane,0,D,P,01
2677,Mars,0.0,TRAPPIST-1e,51.0,0.0,819.0,4.0,92.0,38.0,0.0,Trisp Bane,0,E,P,02
2678,Earth,1.0,PSO J318.5-22,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Anton Vantonson,1,G,P,01
2679,Earth,0.0,TRAPPIST-1e,59.0,0.0,0.0,0.0,1.0,920.0,1.0,Nancey Willynnedy,1,G,S,01
2680,Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,,0.0,Acruxon Unregul,1,B,P,01
2681,Europa,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarthim Unregul,1,B,P,02
2682,Earth,0.0,PSO J318.5-22,57.0,0.0,0.0,1431.0,0.0,30.0,337.0,Jonard Leblanchez,1,G,S,01
2683,Mars,0.0,55 Cancri e,39.0,0.0,2127.0,,23.0,0.0,0.0,Alls Birte,0,E,S,01
2684,Europa,1.0,55 Cancri e,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Zinonon Frolestty,1,B,S,01
2685,Earth,0.0,TRAPPIST-1e,42.0,0.0,173.0,656.0,0.0,0.0,23.0,Andyn Brenney,0,G,S,01
2686,Earth,0.0,TRAPPIST-1e,36.0,0.0,418.0,40.0,7.0,338.0,0.0,Berly Vinozarks,0,F,P,01
2687,Mars,0.0,TRAPPIST-1e,42.0,0.0,44.0,0.0,3648.0,0.0,9.0,Grey Ancy,1,F,P,01
2688,Earth,1.0,PSO J318.5-22,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Lynnee Wooterston,0,G,P,01
2689,Earth,0.0,55 Cancri e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Walley Brightez,0,G,S,01
2690,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Clarry Dillips,0,G,S,01
2691,Earth,0.0,TRAPPIST-1e,28.0,0.0,0.0,93.0,1282.0,0.0,0.0,Brene Hanner,1,F,P,01
2692,Mars,0.0,TRAPPIST-1e,37.0,0.0,912.0,0.0,0.0,,0.0,Coats Erle,0,D,P,01
2693,Earth,0.0,TRAPPIST-1e,44.0,0.0,0.0,0.0,744.0,62.0,3.0,Gabrie Reenez,0,G,S,01
2694,Mars,0.0,TRAPPIST-1e,71.0,1.0,901.0,0.0,1698.0,0.0,0.0,Kad Gele,0,F,P,01
2695,Europa,0.0,TRAPPIST-1e,44.0,0.0,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,0,B,P,01
2696,Europa,1.0,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,1,B,P,02
2697,Earth,0.0,TRAPPIST-1e,18.0,0.0,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,0,G,S,01
2698,Earth,0.0,PSO J318.5-22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,1,G,P,01
2699,Earth,1.0,55 Cancri e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,0,G,P,02
2700,Earth,1.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,1,G,P,03
2701,Earth,0.0,TRAPPIST-1e,29.0,0.0,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,0,F,P,04
2702,Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,0,G,P,05
2703,Earth,0.0,55 Cancri e,27.0,0.0,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,0,G,P,01
2704,Earth,0.0,PSO J318.5-22,24.0,0.0,0.0,0.0,443.0,244.0,1.0,Idace Hersons,0,F,P,01
2705,Earth,0.0,TRAPPIST-1e,38.0,0.0,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,1,G,S,01
2706,Mars,0.0,TRAPPIST-1e,28.0,0.0,523.0,0.0,0.0,970.0,0.0,Monch Buth,0,F,P,01
2707,Mars,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Corse Snoff,1,,,01
2708,Earth,0.0,TRAPPIST-1e,16.0,0.0,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,0,F,P,01
2709,Earth,0.0,PSO J318.5-22,24.0,0.0,,2.0,25.0,,707.0,Loisey Vandez,1,F,P,02
2710,Earth,0.0,TRAPPIST-1e,33.0,0.0,123.0,760.0,0.0,0.0,0.0,Lyney Merkins,0,G,P,01
2711,Earth,0.0,55 Cancri e,24.0,0.0,489.0,0.0,,0.0,0.0,Lloyde Parsoney,0,G,S,01
2712,Earth,0.0,,29.0,0.0,1.0,0.0,133.0,104.0,574.0,Margia Gainebergan,0,G,S,01
2713,Earth,0.0,TRAPPIST-1e,25.0,0.0,0.0,9.0,2005.0,0.0,5.0,Paulah Weavesend,1,F,S,01
2714,Earth,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nica Berreranks,0,G,S,01
2715,,0.0,TRAPPIST-1e,13.0,0.0,649.0,2.0,0.0,124.0,143.0,Benda Berreranks,0,F,S,02
2716,Earth,1.0,55 Cancri e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,0,G,P,01
2717,Earth,0.0,PSO J318.5-22,32.0,0.0,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,0,F,P,01
2718,Mars,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Beeres Kine,0,E,P,01
2719,Mars,0.0,TRAPPIST-1e,49.0,0.0,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,0,F,P,01
2720,Mars,0.0,TRAPPIST-1e,43.0,0.0,13.0,2119.0,315.0,0.0,261.0,Slix Kra,1,D,S,01
2721,Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soyos Kra,1,F,S,02
2722,Mars,1.0,TRAPPIST-1e,6.0,0.0,,0.0,0.0,0.0,0.0,Stmeal Kra,1,F,S,03
2723,Earth,0.0,TRAPPIST-1e,23.0,0.0,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,1,F,P,01
2724,Mars,0.0,TRAPPIST-1e,43.0,0.0,336.0,11.0,796.0,15.0,0.0,Cines Minen,1,F,P,01
2725,Mars,1.0,55 Cancri e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Goleer Minen,1,F,P,02
2726,Mars,0.0,TRAPPIST-1e,43.0,0.0,828.0,25.0,545.0,107.0,0.0,Kad Homin,0,,,01
2727,Mars,1.0,55 Cancri e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Caw Panad,1,F,P,01
2728,Europa,0.0,55 Cancri e,54.0,1.0,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,0,B,P,01
2729,Europa,1.0,TRAPPIST-1e,51.0,0.0,0.0,0.0,,0.0,0.0,Photope Caltilter,1,B,P,02
2730,Europa,1.0,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,1,B,P,03
2731,Earth,1.0,PSO J318.5-22,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,1,G,S,01
2732,Earth,0.0,TRAPPIST-1e,45.0,0.0,,9.0,0.0,857.0,16.0,Cary Mejiaddox,0,G,P,01
2733,Earth,0.0,PSO J318.5-22,20.0,0.0,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,0,F,S,01
2734,Europa,0.0,TRAPPIST-1e,33.0,0.0,0.0,28.0,0.0,6841.0,543.0,,0,T,P,01
2735,Earth,0.0,TRAPPIST-1e,21.0,0.0,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,0,G,S,01
2736,Europa,1.0,TRAPPIST-1e,68.0,0.0,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,1,C,P,01
2737,Earth,0.0,PSO J318.5-22,23.0,0.0,5.0,308.0,363.0,7.0,0.0,Melica Casonston,1,F,P,01
2738,Earth,0.0,TRAPPIST-1e,16.0,,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,0,G,P,01
2739,Earth,0.0,TRAPPIST-1e,35.0,0.0,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,0,F,S,01
2740,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Allene Belley,0,G,P,01
2741,Earth,0.0,TRAPPIST-1e,51.0,0.0,214.0,3.0,16.0,569.0,0.0,Min Nichoan,0,F,S,01
2742,Earth,0.0,PSO J318.5-22,2.0,0.0,,0.0,0.0,0.0,0.0,Ernard Nichoan,0,G,S,02
2743,Earth,1.0,55 Cancri e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,0,G,S,03
2744,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,1,G,S,04
2745,Earth,1.0,55 Cancri e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,1,G,P,01
2746,Europa,0.0,TRAPPIST-1e,55.0,0.0,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,1,C,S,01
2747,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,,0.0,Florey Boltertley,0,G,P,01
2748,Earth,0.0,TRAPPIST-1e,20.0,0.0,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,0,F,P,01
2749,,0.0,55 Cancri e,25.0,0.0,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,1,E,P,01
2750,Earth,0.0,55 Cancri e,18.0,0.0,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,1,F,P,01
2751,Earth,0.0,PSO J318.5-22,28.0,0.0,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,0,G,S,01
2752,Earth,0.0,TRAPPIST-1e,26.0,0.0,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,0,F,S,01
2753,Earth,0.0,PSO J318.5-22,28.0,0.0,1.0,0.0,933.0,614.0,0.0,,0,F,P,01
2754,Earth,0.0,TRAPPIST-1e,54.0,0.0,,,0.0,0.0,0.0,Gracia Carterson,0,F,S,01
2755,Earth,0.0,TRAPPIST-1e,56.0,0.0,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,0,F,P,01
2756,Mars,0.0,TRAPPIST-1e,25.0,0.0,1228.0,0.0,132.0,0.0,0.0,Cints Backe,0,E,P,01
2757,Europa,0.0,TRAPPIST-1e,26.0,0.0,2050.0,8525.0,0.0,270.0,636.0,Izarfik Holiabler,0,A,S,01
2758,Earth,0.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,0,F,P,01
2759,Earth,0.0,TRAPPIST-1e,21.0,0.0,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,1,E,P,01
2760,Earth,1.0,TRAPPIST-1e,43.0,0.0,0.0,,0.0,0.0,0.0,Evendy Sosalinson,1,G,P,01
2761,Earth,0.0,,37.0,0.0,221.0,0.0,32.0,38.0,516.0,Russey Miley,0,G,P,01
2762,Earth,0.0,TRAPPIST-1e,,0.0,740.0,82.0,6.0,,1.0,Dwin Adkinson,0,,,01
2763,Europa,0.0,TRAPPIST-1e,38.0,0.0,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,1,T,P,01
2764,Earth,0.0,TRAPPIST-1e,14.0,0.0,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,1,E,P,01
2765,Earth,,PSO J318.5-22,20.0,0.0,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,0,F,S,01
2766,Europa,0.0,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,0,B,P,01
2767,Europa,1.0,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,1,B,S,01
2768,Earth,0.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,1,E,P,01
2769,Europa,0.0,TRAPPIST-1e,37.0,0.0,0.0,210.0,0.0,4114.0,0.0,Teron Healted,0,D,S,01
2770,Mars,0.0,TRAPPIST-1e,15.0,0.0,5711.0,0.0,2516.0,0.0,1370.0,Swaffs Dutty,0,E,S,01
2771,Europa,0.0,55 Cancri e,33.0,0.0,396.0,1280.0,7.0,308.0,4941.0,Winon Cousel,0,A,S,01
2772,Earth,1.0,PSO J318.5-22,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,1,G,S,01
2773,,0.0,PSO J318.5-22,49.0,0.0,0.0,,0.0,160.0,528.0,Dont Sterreray,0,F,S,01
2774,Earth,0.0,TRAPPIST-1e,24.0,0.0,1252.0,6.0,,123.0,706.0,Nelly Gordanieves,0,F,S,01
2775,Earth,0.0,TRAPPIST-1e,24.0,0.0,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,0,E,S,01
2776,Europa,1.0,55 Cancri e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,1,B,P,01
2777,Europa,1.0,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,1,B,P,02
2778,Earth,0.0,55 Cancri e,31.0,0.0,0.0,611.0,2.0,4.0,22.0,,0,F,P,01
2779,Europa,0.0,,47.0,0.0,0.0,5252.0,0.0,124.0,300.0,Dirfak Mosteraked,1,C,S,01
2780,Earth,0.0,TRAPPIST-1e,19.0,0.0,736.0,0.0,0.0,0.0,1.0,Therta Spencervan,0,F,P,01
2781,Europa,0.0,55 Cancri e,38.0,1.0,0.0,1577.0,0.0,425.0,4359.0,Phecca Shming,0,C,P,01
2782,Europa,0.0,55 Cancri e,33.0,0.0,0.0,1001.0,2280.0,,29.0,Dirfak Shming,1,C,P,02
2783,Europa,1.0,TRAPPIST-1e,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Ankaan String,1,C,S,01
2784,Earth,1.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Card Clinantones,1,G,S,01
2785,Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,0,F,S,02
2786,Mars,1.0,TRAPPIST-1e,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal Fisun,1,F,S,01
2787,Earth,0.0,PSO J318.5-22,19.0,0.0,23.0,0.0,0.0,0.0,732.0,Race Wolferguson,0,G,S,01
2788,Mars,1.0,PSO J318.5-22,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,1,E,P,01
2789,Europa,0.0,TRAPPIST-1e,48.0,0.0,0.0,8403.0,0.0,7627.0,83.0,Kraban Praugnox,0,B,P,01
2790,Earth,0.0,TRAPPIST-1e,66.0,0.0,1187.0,1.0,,6.0,0.0,Thony Bradlerson,0,G,S,01
2791,,0.0,TRAPPIST-1e,13.0,0.0,,256.0,0.0,207.0,409.0,Morrie Moongton,0,F,P,01
2792,Europa,0.0,55 Cancri e,40.0,0.0,82.0,1390.0,0.0,347.0,6237.0,Alduson Oilpuring,0,C,S,01
2793,Earth,0.0,TRAPPIST-1e,35.0,0.0,0.0,1438.0,0.0,112.0,74.0,Dord Pottley,1,E,S,01
2794,Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,49.0,2.0,639.0,0.0,Vanley Harry,0,F,P,01
2795,Mars,0.0,TRAPPIST-1e,51.0,0.0,1644.0,0.0,234.0,157.0,64.0,Yakers Peake,0,E,P,01
2796,Europa,0.0,TRAPPIST-1e,37.0,0.0,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,0,B,S,01
2797,Earth,0.0,TRAPPIST-1e,31.0,0.0,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,0,G,S,01
2798,Earth,0.0,TRAPPIST-1e,37.0,0.0,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,0,F,S,02
2799,Europa,0.0,TRAPPIST-1e,38.0,0.0,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,0,C,P,01
2800,Europa,0.0,55 Cancri e,19.0,0.0,0.0,329.0,0.0,3154.0,312.0,Hadirah Speating,0,C,P,02
2801,Mars,1.0,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Panter Blane,1,F,P,01
2802,Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,1752.0,187.0,0.0,Jord Barkeretton,1,F,P,01
2803,Earth,0.0,TRAPPIST-1e,31.0,0.0,2.0,788.0,0.0,128.0,9.0,,1,G,S,01
2804,Earth,0.0,TRAPPIST-1e,43.0,0.0,45.0,8.0,0.0,607.0,44.0,Stald Fisheparks,0,G,S,02
2805,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Artis Gambs,0,G,P,01
2806,Earth,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Tracia Fitzgerson,0,G,P,01
2807,Europa,0.0,55 Cancri e,21.0,0.0,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,0,C,P,01
2808,Europa,,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Charga Disgul,1,C,P,02
2809,Europa,0.0,55 Cancri e,30.0,0.0,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,1,B,P,01
2810,Europa,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,1,B,P,02
2811,Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,0,G,S,01
2812,Earth,1.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,0,G,S,02
2813,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,0,G,S,03
2814,Earth,0.0,TRAPPIST-1e,30.0,0.0,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,0,F,S,04
2815,Earth,0.0,PSO J318.5-22,21.0,0.0,0.0,27.0,1181.0,0.0,513.0,Hardy Wagnerray,0,G,S,01
2816,Europa,0.0,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Dscheat Noxnuther,0,,,01
2817,Earth,0.0,PSO J318.5-22,57.0,0.0,506.0,0.0,1.0,178.0,0.0,Penne Booneid,0,F,P,01
2818,Mars,0.0,TRAPPIST-1e,35.0,,1228.0,0.0,0.0,0.0,0.0,Cink Porté,0,F,S,01
2819,Europa,0.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Acraban Conamminal,0,A,S,01
2820,Mars,0.0,TRAPPIST-1e,32.0,0.0,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,0,F,S,01
2821,Earth,0.0,TRAPPIST-1e,30.0,0.0,0.0,0.0,301.0,0.0,437.0,Maya Mejiaddox,0,F,S,01
2822,Earth,0.0,TRAPPIST-1e,69.0,0.0,577.0,139.0,0.0,0.0,0.0,Joyces Fowlesterez,0,F,P,01
2823,Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Helean Hestes,0,G,S,01
2824,Mars,1.0,PSO J318.5-22,17.0,0.0,0.0,,0.0,0.0,0.0,Jack Quart,1,E,P,01
2825,Mars,0.0,TRAPPIST-1e,16.0,0.0,995.0,0.0,6.0,48.0,0.0,Wafros Quart,0,E,P,02
2826,Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,,0.0,Mitch Canie,0,E,S,01
2827,Europa,0.0,TRAPPIST-1e,25.0,0.0,1586.0,2342.0,947.0,1.0,276.0,Skatik Supred,1,E,P,01
2828,Europa,0.0,55 Cancri e,52.0,0.0,0.0,2.0,0.0,10976.0,810.0,Ainor Fuelisent,0,,,01
2829,Earth,0.0,TRAPPIST-1e,13.0,0.0,578.0,77.0,0.0,306.0,5.0,Celis Bootez,0,F,S,01
2830,Earth,0.0,TRAPPIST-1e,37.0,0.0,1086.0,0.0,0.0,41.0,0.0,Inen Casentry,0,F,P,01
2831,Mars,0.0,TRAPPIST-1e,13.0,0.0,760.0,2.0,2.0,,0.0,Rowl Chman,0,F,S,01
2832,Mars,0.0,TRAPPIST-1e,45.0,0.0,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,0,D,S,02
2833,Mars,,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Torms Chman,0,E,S,03
2834,Earth,0.0,TRAPPIST-1e,22.0,0.0,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,0,F,P,01
2835,Earth,0.0,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,0,G,P,02
2836,Mars,0.0,TRAPPIST-1e,35.0,0.0,741.0,0.0,31.0,0.0,36.0,Hion Frasp,0,D,S,01
2837,Earth,1.0,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,1,G,P,01
2838,Earth,1.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,1,G,P,02
2839,Earth,0.0,TRAPPIST-1e,19.0,0.0,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,0,E,P,03
2840,Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,1,G,S,01
2841,Europa,0.0,55 Cancri e,37.0,0.0,0.0,2065.0,1650.0,356.0,1.0,Solark Preeldy,1,D,P,01
2842,Earth,0.0,TRAPPIST-1e,35.0,0.0,1609.0,0.0,0.0,0.0,0.0,Felia Hortis,0,E,P,01
2843,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,France Dicksons,1,G,S,01
2844,Earth,0.0,TRAPPIST-1e,62.0,0.0,379.0,453.0,0.0,7.0,0.0,Tyrona Mcfarley,0,G,P,01
2845,Earth,1.0,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Bel Haydenez,1,G,P,01
2846,Europa,1.0,TRAPPIST-1e,16.0,0.0,,0.0,0.0,0.0,0.0,Saiphda Cracionfic,1,B,S,01
2847,Europa,0.0,TRAPPIST-1e,26.0,0.0,0.0,,8.0,21.0,6023.0,Alballa Cracionfic,0,B,S,02
2848,Mars,1.0,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Krios Shbre,1,F,P,01
2849,Earth,1.0,PSO J318.5-22,,0.0,0.0,0.0,0.0,0.0,0.0,Jaimez Mcfaddenson,1,G,P,01
2850,Earth,0.0,55 Cancri e,22.0,0.0,35.0,0.0,36.0,581.0,0.0,Charly Booters,0,F,P,01
2851,Earth,0.0,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,822.0,2.0,Florey Alldson,0,F,S,01
2852,Europa,0.0,55 Cancri e,50.0,0.0,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,1,C,S,01
2853,Europa,1.0,TRAPPIST-1e,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,1,C,S,02
2854,Earth,0.0,PSO J318.5-22,15.0,0.0,1.0,30.0,1793.0,0.0,0.0,Kayd Wilkinner,1,G,P,01
2855,Europa,0.0,55 Cancri e,23.0,0.0,0.0,587.0,0.0,1497.0,1014.0,Antak Bootty,0,D,S,01
2856,Mars,1.0,55 Cancri e,60.0,0.0,0.0,0.0,0.0,0.0,0.0,Bakix Flell,1,D,S,01
2857,Earth,,TRAPPIST-1e,73.0,0.0,0.0,0.0,0.0,153.0,556.0,Coracy Briggins,0,G,P,01
2858,Earth,,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Chadie Flyncharlan,1,G,P,01
2859,Europa,0.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Dscha Dishearly,0,A,P,01
2860,Europa,0.0,TRAPPIST-1e,27.0,1.0,0.0,6013.0,0.0,820.0,31.0,Minoces Myling,1,B,S,01
2861,Europa,0.0,TRAPPIST-1e,14.0,0.0,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,0,,,01
2862,Europa,1.0,TRAPPIST-1e,26.0,0.0,,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,1,D,S,02
2863,Earth,0.0,TRAPPIST-1e,22.0,0.0,,0.0,102.0,43.0,700.0,Stace Solivers,0,G,P,01
2864,Mars,0.0,55 Cancri e,22.0,0.0,2229.0,0.0,1349.0,121.0,0.0,Berk Terte,1,E,P,01
2865,Mars,0.0,PSO J318.5-22,71.0,0.0,924.0,1284.0,10.0,9.0,0.0,Aarjel Rhuba,0,F,S,01
2866,Mars,0.0,55 Cancri e,25.0,0.0,5.0,1.0,633.0,0.0,188.0,Seat Khaf,1,D,S,01
2867,Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Chones Bine,1,E,S,01
2868,Earth,0.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,0,G,S,01
2869,Earth,0.0,TRAPPIST-1e,52.0,0.0,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,1,F,S,02
2870,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gordo Farmonrada,1,G,S,03
2871,Europa,1.0,55 Cancri e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Tachba Mirinanty,1,B,P,01
2872,Europa,0.0,TRAPPIST-1e,52.0,1.0,0.0,7452.0,0.0,1158.0,7979.0,Aldibah Baleful,0,B,P,01
2873,Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Shally Fowles,1,G,P,01
2874,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,,0.0,0.0,0.0,Lorice Fowles,1,G,P,02
2875,Earth,0.0,TRAPPIST-1e,24.0,0.0,520.0,0.0,0.0,195.0,0.0,Dandra Joyneidez,1,G,P,01
2876,Mars,0.0,TRAPPIST-1e,22.0,0.0,1173.0,0.0,0.0,9.0,0.0,Goles Ramad,0,D,P,01
2877,Earth,1.0,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,Billey Romason,0,G,S,01
2878,Mars,1.0,TRAPPIST-1e,21.0,0.0,,0.0,0.0,0.0,0.0,Sceros Lake,1,D,P,01
2879,Mars,1.0,55 Cancri e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Eloos Lake,1,D,P,02
2880,Mars,0.0,TRAPPIST-1e,50.0,0.0,1598.0,0.0,155.0,26.0,0.0,Yapich Sad,0,D,P,01
2881,Earth,0.0,TRAPPIST-1e,20.0,0.0,127.0,0.0,656.0,0.0,21.0,Jaye Mcguirez,0,F,P,01
2882,Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,47.0,857.0,23.0,,0,F,P,01
2883,Earth,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Sus Coolez,0,G,P,01
2884,Earth,0.0,TRAPPIST-1e,74.0,0.0,571.0,0.0,0.0,277.0,0.0,Jorgie Hamberterry,0,G,S,01
2885,Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Rionk Rhuba,1,E,S,01
